group,x,y
1,-15.74380272535613,35.566151754553815
1,6.346651145010604,23.527501210282125
1,24.5400111359613,-1.0317087667498281
1,-22.020352235199375,19.75964792905402
1,22.46083326745039,-5.850901536322332
1,16.99409017185384,21.231150457493975
1,18.818785143204966,-5.282607780564954
1,52.84813701960377,-20.014829086174267
1,-24.2222947140736,48.07070892089175
1,57.82316782896629,-22.726978623531174
1,-8.577792672459648,20.785405356906967
1,-21.33021283757929,33.69397789206732
1,-7.639830171088239,9.474299124806013
1,24.33752819832509,-0.1928990621969593
1,21.017508319634658,-13.450683663694246
1,5.847337820612143,-0.9236917087493737
1,-15.449571919968033,14.479725566992421
1,-5.392012777799518,10.503077379152877
1,56.40234960125931,-18.47451975507935
1,22.593783063437996,-8.765562851920363
1,-3.0899628213790677,15.624933533782293
1,-15.095924204758788,20.53212964984249
1,9.276970071154176,13.069323146959796
1,-38.99366972099525,56.37455542791421
1,0.012981398017300805,11.478322739085469
1,-8.455397803812644,28.172518824715794
1,54.300320714964066,-34.30118672429146
1,49.39821512282971,-12.881326944791912
1,13.621410355143528,10.330282670680411
1,-21.513815837277626,43.4205867913761
1,45.72061605642811,-15.278485028998194
1,44.1084247540433,-18.80590785787656
1,40.01460074709783,-40.784408099206345
1,40.304570807724126,-26.434650626318426
1,4.3797226407921706,16.272282872751383
1,39.28201194502194,-22.98198201204708
1,58.91181362815858,-36.48635125188707
1,17.262316466760947,-4.774134908022587
1,-16.31636440987719,46.47828977983347
1,42.19412061879361,-28.4079650254006
1,41.95472677631182,-25.000899308986533
1,5.754716678343087,9.567312587066146
1,72.0631999034502,-41.061384468416385
1,-10.221592382126271,24.443716249218287
1,27.498444633940917,-8.600537639174004
1,-58.758235426086756,43.06155275784366
1,10.647225792067887,9.896272400348863
1,53.31854471814331,-22.449107508407742
1,0.9669827834049229,7.414388192663664
1,-13.672488412782783,33.03625812130427
1,39.98568375713119,-27.137930268489754
1,-10.71154976155275,27.202125299300196
1,24.813808826522674,-13.819087196927818
1,-41.3297024476086,26.371631616235696
1,-30.57702948169284,52.337452536991606
1,1.032809516309925,21.49583146540839
1,-18.17121208714599,30.254845943726924
1,60.9507154775564,-16.846809659876772
1,46.276072320175714,-42.60669960363057
1,-9.909691315535472,23.461905332572343
1,34.926099713859735,-42.7848444966485
1,46.30047485534648,-5.713240817473466
1,24.45748000852891,-16.112700610517994
1,27.614896345939833,-23.769177003339685
1,54.753132784154694,-40.328894138366195
1,0.1320696154562917,-0.07822120623960416
1,2.1786191695251738,-11.531067496284683
1,47.518722506271594,-35.894308823380534
1,-26.53721816127959,33.409559315032865
1,22.144515291476424,7.234469254604033
1,14.966258435741485,6.919030950340947
1,31.414211224936818,-26.03758148241001
1,49.79852324875043,-33.55115154169012
1,24.822828923735045,17.304661126913725
1,23.650261394386586,0.002183252661085433
2,664.5952037084866,3389.1473281806066
2,1842.513612429584,8941.538942587911
2,1198.1216864690741,10901.692760843405
2,1308.167695383762,14921.019940318685
2,1378.53281163538,4446.001353765128
2,1119.8041871266498,7400.764670951297
2,1072.4596512686187,14781.128377599356
2,756.5553402031936,-27.693680054790093
2,658.7436734468771,12286.811619811187
2,1791.2166005690544,7935.16619973794
2,852.3715790416794,2613.1555081279057
2,1325.8587944067876,9247.532299365055
2,1341.3992678868092,7108.921574242478
2,1534.4008811395088,15555.737817848176
2,1602.6198574706464,10650.117905087332
2,1262.7388199733607,13165.664244774713
2,1417.3562236261878,8831.854426236901
2,714.9038512561251,7786.143841499979
2,1252.4990346617967,17458.267353493975
2,1416.9234465009574,17160.435981878552
2,1122.372606184451,10914.574604098487
2,926.3910237492839,8696.680522929548
2,1123.466026988536,16035.33672063689
2,886.8235423788763,3729.170395356153
2,901.8191694434175,10374.598066967508
2,1401.1692476125706,8983.741877422577
2,1698.6610863277735,23116.332631238496
2,539.2528972692494,3950.1583385899753
2,571.7532154629655,4930.445636784013
2,740.4339759611893,10480.141556200562
2,1148.928266183386,11818.075175652986
2,785.3458538794487,2037.4082030321597
2,1170.1036945655298,8376.973599867719
2,1122.9624404200824,10873.804193055892
2,922.8509559539168,1072.716361256762
2,887.6200620994647,4747.110699756702
2,655.3245023493434,4964.984163073132
2,1256.638024814358,6170.167523245227
2,1700.8368444596078,9590.974489897257
2,926.9991052121792,9658.780923690196
2,644.8046309220324,4599.829640437325
2,850.6320614241366,6251.031411165316
2,1246.9754730358738,15291.079387906302
2,1283.3873524313235,11606.642808897646
2,1854.9895781551988,19505.13132380971
2,640.7385736238577,10039.630702965515
2,1069.3277436487397,11560.138513233791
2,992.8797475497051,7090.579236335629
2,673.5447123433396,7980.401261402294
3,23.82884687849898,303.59024904209343
3,40.28988635796803,69.48731930404067
3,15.719495317143004,-3.0790190497533274
3,30.944849776702505,109.09778623145728
3,21.13475432102607,308.18700341580205
3,13.737480248489936,-121.7381418804531
3,35.05214986314001,135.9742134945683
3,24.423382917177793,336.3508539013189
3,5.241147332503701,99.85146882029385
3,15.597536690451747,230.55763938397996
3,19.791881930995604,-10.678123297701433
3,2.7259971073582143,25.18641161967537
3,34.16480064343662,35.566253507254004
3,26.08378785807907,129.23436578677246
3,16.123657231909316,-80.6824237186014
3,16.2178888058391,8.692433788464626
3,22.653376597084826,145.09940632917412
3,12.221593619458252,157.37592418989655
3,15.75004632484197,156.99854078187795
3,20.496293921220214,159.1223218505164
3,20.828239903969173,70.69672155551577
3,29.358394630802604,161.58322787568147
3,23.15351360895883,88.70631146411475
3,18.927181108892846,15.524897342339386
3,16.960995473476082,149.82113066419615
3,30.229332652350276,29.800469025316772
3,14.405341524279311,118.26659270654831
3,24.51400420508132,37.32717304878642
3,22.42353564656576,142.52920729331012
3,21.72352925418484,-78.54918220094194
3,27.368023994574273,235.66877634758893
3,12.899584861265453,175.90927942065105
3,19.97685588824444,210.53638653375933
3,18.438611006187028,328.9528861290107
3,2.1225687900429335,99.25737124990141
3,23.826583879752278,147.67895306027074
3,32.9815361232126,74.55239969511896
3,10.431407315649512,181.2367094230376
3,33.276073297322704,79.34323719663922
3,21.636363471062992,255.16853842537603
3,31.087806821668714,200.59824808193838
3,13.137505641600082,125.58328894828794
3,25.48689660694899,155.01075820539722
3,15.346699683642917,84.88178073752266
3,14.52357672304894,144.75627542132548
3,23.027783376765743,117.6965226270057
3,30.503659276920978,-7.752093641455161
3,22.5121721668429,160.05672614102053
3,15.98251860863573,46.91632946025973
3,30.01691682816599,119.13654245245198
3,17.574756975754514,112.66583349963337
3,26.489854915558364,133.085127737472
3,9.92496965167293,106.2572761835863
3,26.10389831356421,93.63608633574214
3,13.572371677375665,33.52675663175823
3,16.964928665580423,249.60377876121794
3,9.068045716424766,222.04646513070327
3,48.15439251970909,150.00214310408887
3,10.294812023817066,142.39965312025308
3,21.55485853838216,246.74061018001044
3,20.754925097408464,175.58834553897182
3,12.972068651136706,28.080384688297386
3,22.083486870046983,155.94135073557277
3,25.261656503023328,297.69036929477454
3,26.126372236120655,110.56959005496438
3,2.117114991142632,174.66784313096002
3,12.777391064764082,125.36379927013681
3,18.66892932134908,35.88155477570339
3,19.476004666463396,32.89181262303974
3,15.954895832192406,223.35234426638698
3,24.16229371732129,223.03211400049815
3,20.285611864598767,184.85829031035206
3,12.714483487941347,8.587990865740096
3,27.314744992118968,23.180525929166123
3,17.306327033077654,-56.18643750134669
3,20.758102853970833,187.0485855918625
3,37.01776573110666,62.56565882407514
3,21.57267582792646,318.07686386198384
3,12.259162083569898,113.13144469481244
3,17.720822041253356,-78.00585973836823
3,21.315567976208914,77.10058214865799
3,11.105033515805301,85.50806493199893
3,4.5650814459484526,191.7349905974324
3,16.237913146444725,73.66876730628431
3,24.275102671709828,155.95727930171125
3,12.631600458332333,-7.477095220895137
3,25.474994821001232,177.07983563080074
3,32.17663016088857,253.65313099237693
3,21.55690643949429,170.05383809802154
3,33.577797740067396,31.4351384499289
3,22.224545489739768,146.99467112937714
3,15.43191629721208,238.8583270281938
3,18.736964480073457,249.6598327138716
3,39.906714827916254,162.61224446751586
3,28.570952752297224,94.2842612990345
3,22.737752612348345,267.80343150291105
3,21.770619413166717,110.82328806969025
3,20.54690193648019,20.184196930642216
3,22.459372819283956,163.80500691193166
3,32.06907090814916,200.1489256944294
3,35.32204190082848,-8.314045740457203
3,51.4061159840785,-21.91704975332061
3,23.21846523694694,105.79555856957508
3,29.052811475005,185.7609154647658
3,-9.489600839558989,49.81147755651493
3,51.14244119916111,-28.32695725534728
